image_name	caption	label
16B0001851_Block_Region_1_7_7_xini_13971_yini_66954.jpg	An H&E image patch of G4	G4
16B0001851_Block_Region_1_7_8_xini_14995_yini_66954.jpg	An H&E image patch of G4	G4
16B0001851_Block_Region_1_7_9_xini_16019_yini_66954.jpg	An H&E image patch of G4	G4
16B0001851_Block_Region_1_8_10_xini_17043_yini_67978.jpg	An H&E image patch of G4	G4
16B0001851_Block_Region_1_8_11_xini_18067_yini_67978.jpg	An H&E image patch of G4	G4
16B0001851_Block_Region_1_8_9_xini_16019_yini_67978.jpg	An H&E image patch of G4	G4
16B0001851_Block_Region_1_9_10_xini_17043_yini_69002.jpg	An H&E image patch of G4	G4
16B0001851_Block_Region_1_9_11_xini_18067_yini_69002.jpg	An H&E image patch of G4	G4
16B0001851_Block_Region_3_0_0_xini_10090_yini_2445.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_0_1_xini_11114_yini_2445.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_0_2_xini_12138_yini_2445.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_1_0_xini_10090_yini_3469.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_1_1_xini_11114_yini_3469.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_1_2_xini_12138_yini_3469.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_1_3_xini_13162_yini_3469.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_2_0_xini_10090_yini_4493.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_2_1_xini_11114_yini_4493.jpg	An H&E image patch of G5	G5
16B0001851_Block_Region_3_2_2_xini_12138_yini_4493.jpg	An H&E image patch of G5	G5
16B0003394_Block_Region_1_10_10_xini_13644_yini_96595.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_10_11_xini_14668_yini_96595.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_10_12_xini_15692_yini_96595.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_10_13_xini_16716_yini_96595.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_10_14_xini_17740_yini_96595.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_11_12_xini_15692_yini_97619.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_11_13_xini_16716_yini_97619.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_11_14_xini_17740_yini_97619.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_12_13_xini_16716_yini_98643.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_12_14_xini_17740_yini_98643.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_2_7_xini_10572_yini_88403.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_2_8_xini_11596_yini_88403.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_3_7_xini_10572_yini_89427.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_3_8_xini_11596_yini_89427.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_3_9_xini_12620_yini_89427.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_4_7_xini_10572_yini_90451.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_4_8_xini_11596_yini_90451.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_4_9_xini_12620_yini_90451.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_5_10_xini_13644_yini_91475.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_5_11_xini_14668_yini_91475.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_5_8_xini_11596_yini_91475.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_5_9_xini_12620_yini_91475.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_6_10_xini_13644_yini_92499.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_6_11_xini_14668_yini_92499.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_6_12_xini_15692_yini_92499.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_6_9_xini_12620_yini_92499.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_7_10_xini_13644_yini_93523.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_7_11_xini_14668_yini_93523.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_7_12_xini_15692_yini_93523.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_7_9_xini_12620_yini_93523.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_8_10_xini_13644_yini_94547.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_8_11_xini_14668_yini_94547.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_8_12_xini_15692_yini_94547.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_8_13_xini_16716_yini_94547.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_8_14_xini_17740_yini_94547.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_9_11_xini_14668_yini_95571.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_9_12_xini_15692_yini_95571.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_9_13_xini_16716_yini_95571.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_1_9_14_xini_17740_yini_95571.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_1_7_xini_14143_yini_45955.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_1_8_xini_15167_yini_45955.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_2_7_xini_14143_yini_46979.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_2_8_xini_15167_yini_46979.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_2_9_xini_16191_yini_46979.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_3_10_xini_17215_yini_48003.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_3_7_xini_14143_yini_48003.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_3_8_xini_15167_yini_48003.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_3_9_xini_16191_yini_48003.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_4_10_xini_17215_yini_49027.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_4_8_xini_15167_yini_49027.jpg	An H&E image patch of G3	G3
16B0003394_Block_Region_3_4_9_xini_16191_yini_49027.jpg	An H&E image patch of G3	G3
16B0006668_Block_Region_3_10_12_xini_66766_yini_77884.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_10_13_xini_67790_yini_77884.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_10_14_xini_68814_yini_77884.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_10_15_xini_69838_yini_77884.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_11_11_xini_65742_yini_78908.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_11_12_xini_66766_yini_78908.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_11_13_xini_67790_yini_78908.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_11_14_xini_68814_yini_78908.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_11_15_xini_69838_yini_78908.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_12_11_xini_65742_yini_79932.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_12_12_xini_66766_yini_79932.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_12_13_xini_67790_yini_79932.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_12_14_xini_68814_yini_79932.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_13_10_xini_64718_yini_80956.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_13_11_xini_65742_yini_80956.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_13_12_xini_66766_yini_80956.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_13_13_xini_67790_yini_80956.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_13_14_xini_68814_yini_80956.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_14_10_xini_64718_yini_81980.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_14_11_xini_65742_yini_81980.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_14_12_xini_66766_yini_81980.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_14_13_xini_67790_yini_81980.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_15_10_xini_64718_yini_83004.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_15_11_xini_65742_yini_83004.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_15_12_xini_66766_yini_83004.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_15_13_xini_67790_yini_83004.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_15_9_xini_63694_yini_83004.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_16_10_xini_64718_yini_84028.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_16_11_xini_65742_yini_84028.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_16_12_xini_66766_yini_84028.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_16_9_xini_63694_yini_84028.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_17_10_xini_64718_yini_85052.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_17_11_xini_65742_yini_85052.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_17_12_xini_66766_yini_85052.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_17_9_xini_63694_yini_85052.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_18_10_xini_64718_yini_86076.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_18_11_xini_65742_yini_86076.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_18_8_xini_62670_yini_86076.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_18_9_xini_63694_yini_86076.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_19_10_xini_64718_yini_87100.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_19_11_xini_65742_yini_87100.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_19_8_xini_62670_yini_87100.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_19_9_xini_63694_yini_87100.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_20_10_xini_64718_yini_88124.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_20_7_xini_61646_yini_88124.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_20_8_xini_62670_yini_88124.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_20_9_xini_63694_yini_88124.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_21_10_xini_64718_yini_89148.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_21_7_xini_61646_yini_89148.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_21_8_xini_62670_yini_89148.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_21_9_xini_63694_yini_89148.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_22_6_xini_60622_yini_90172.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_22_7_xini_61646_yini_90172.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_22_8_xini_62670_yini_90172.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_22_9_xini_63694_yini_90172.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_23_5_xini_59598_yini_91196.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_23_6_xini_60622_yini_91196.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_23_8_xini_62670_yini_91196.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_23_9_xini_63694_yini_91196.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_24_5_xini_59598_yini_92220.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_24_6_xini_60622_yini_92220.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_24_7_xini_61646_yini_92220.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_24_8_xini_62670_yini_92220.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_25_3_xini_57550_yini_93244.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_25_4_xini_58574_yini_93244.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_25_5_xini_59598_yini_93244.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_25_6_xini_60622_yini_93244.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_25_7_xini_61646_yini_93244.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_26_0_xini_54478_yini_94268.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_26_1_xini_55502_yini_94268.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_26_2_xini_56526_yini_94268.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_26_3_xini_57550_yini_94268.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_26_4_xini_58574_yini_94268.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_26_5_xini_59598_yini_94268.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_26_6_xini_60622_yini_94268.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_27_0_xini_54478_yini_95292.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_27_1_xini_55502_yini_95292.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_27_2_xini_56526_yini_95292.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_27_3_xini_57550_yini_95292.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_27_4_xini_58574_yini_95292.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_27_5_xini_59598_yini_95292.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_8_13_xini_67790_yini_75836.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_9_13_xini_67790_yini_76860.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_9_14_xini_68814_yini_76860.jpg	An H&E image patch of G5	G5
16B0006668_Block_Region_3_9_15_xini_69838_yini_76860.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_0_0_xini_7558_yini_35857.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_0_1_xini_8582_yini_35857.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_0_4_xini_11654_yini_35857.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_0_5_xini_12678_yini_35857.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_0_6_xini_13702_yini_35857.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_0_7_xini_14726_yini_35857.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_0_8_xini_15750_yini_35857.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_0_9_xini_16774_yini_35857.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_0_xini_7558_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_1_xini_8582_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_2_xini_9606_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_3_xini_10630_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_4_xini_11654_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_5_xini_12678_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_6_xini_13702_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_7_xini_14726_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_1_8_xini_15750_yini_36881.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_2_1_xini_8582_yini_37905.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_2_2_xini_9606_yini_37905.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_2_3_xini_10630_yini_37905.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_2_4_xini_11654_yini_37905.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_2_5_xini_12678_yini_37905.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_2_6_xini_13702_yini_37905.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_2_7_xini_14726_yini_37905.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_15_2_8_xini_15750_yini_37905.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_0_1_xini_13251_yini_7454.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_0_2_xini_14275_yini_7454.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_0_3_xini_15299_yini_7454.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_1_1_xini_13251_yini_8478.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_1_2_xini_14275_yini_8478.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_1_3_xini_15299_yini_8478.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_2_1_xini_13251_yini_9502.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_2_2_xini_14275_yini_9502.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_3_1_xini_13251_yini_10526.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_3_2_xini_14275_yini_10526.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_3_4_xini_16323_yini_10526.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_4_1_xini_13251_yini_11550.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_4_2_xini_14275_yini_11550.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_4_3_xini_15299_yini_11550.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_4_4_xini_16323_yini_11550.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_5_2_xini_14275_yini_12574.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_5_3_xini_15299_yini_12574.jpg	An H&E image patch of G5	G5
16B0006669_Block_Region_24_5_4_xini_16323_yini_12574.jpg	An H&E image patch of G5	G5
16B0006694_Block_Region_1_14_10_xini_16335_yini_126902.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_14_9_xini_15311_yini_126902.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_15_10_xini_16335_yini_127926.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_15_11_xini_17359_yini_127926.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_15_8_xini_14287_yini_127926.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_15_9_xini_15311_yini_127926.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_16_10_xini_16335_yini_128950.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_16_11_xini_17359_yini_128950.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_16_7_xini_13263_yini_128950.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_16_8_xini_14287_yini_128950.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_16_9_xini_15311_yini_128950.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_17_10_xini_16335_yini_129974.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_17_6_xini_12239_yini_129974.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_17_7_xini_13263_yini_129974.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_17_9_xini_15311_yini_129974.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_18_6_xini_12239_yini_130998.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_18_7_xini_13263_yini_130998.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_18_8_xini_14287_yini_130998.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_18_9_xini_15311_yini_130998.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_19_5_xini_11215_yini_132022.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_19_6_xini_12239_yini_132022.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_19_7_xini_13263_yini_132022.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_19_8_xini_14287_yini_132022.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_20_5_xini_11215_yini_133046.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_20_6_xini_12239_yini_133046.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_20_7_xini_13263_yini_133046.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_20_8_xini_14287_yini_133046.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_21_5_xini_11215_yini_134070.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_21_6_xini_12239_yini_134070.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_21_7_xini_13263_yini_134070.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_22_5_xini_11215_yini_135094.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_22_6_xini_12239_yini_135094.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_22_7_xini_13263_yini_135094.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_23_5_xini_11215_yini_136118.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_23_6_xini_12239_yini_136118.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_24_5_xini_11215_yini_137142.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_24_6_xini_12239_yini_137142.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_25_4_xini_10191_yini_138166.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_25_5_xini_11215_yini_138166.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_25_6_xini_12239_yini_138166.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_26_4_xini_10191_yini_139190.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_26_5_xini_11215_yini_139190.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_26_6_xini_12239_yini_139190.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_27_4_xini_10191_yini_140214.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_27_5_xini_11215_yini_140214.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_28_3_xini_9167_yini_141238.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_28_4_xini_10191_yini_141238.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_28_5_xini_11215_yini_141238.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_29_3_xini_9167_yini_142262.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_29_4_xini_10191_yini_142262.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_29_5_xini_11215_yini_142262.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_30_2_xini_8143_yini_143286.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_30_3_xini_9167_yini_143286.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_30_4_xini_10191_yini_143286.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_31_3_xini_9167_yini_144310.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_31_4_xini_10191_yini_144310.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_32_3_xini_9167_yini_145334.jpg	An H&E image patch of G5	G5
16B0006694_Block_Region_1_33_2_xini_8143_yini_146358.jpg	An H&E image patch of G5	G5
16B0006694_Block_Region_1_34_0_xini_6095_yini_147382.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_34_1_xini_7119_yini_147382.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_34_2_xini_8143_yini_147382.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_35_0_xini_6095_yini_148406.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_35_1_xini_7119_yini_148406.jpg	An H&E image patch of G4	G4
16B0006694_Block_Region_1_35_2_xini_8143_yini_148406.jpg	An H&E image patch of G4	G4
